sentence,label
"We are undertaking a comprehensive measurement and analysis of our Scope 1, 2 and 3 carbon emissions across our strategies.",unsustainable
Our Science Based Target (SBT) for Scope 3 emissions covers emissions from customer use of our products.,unsustainable
It does not include Renault Kangoo vehicles assigned individually.,unsustainable
Both their total carbon footprint and carbon intensity has decreased since 2017.,sustainable
Our business units are on pace to meet our commitment to mobilize $250 billion to support low-carbon solutions by 2030.,sustainable
"In tandem with the carbon neutrality goal, we achieved our goal to reduce our location-based emissions by 50% by 2020.",sustainable
Sperre has reduced its carbon footprint by 7% since 2018.,sustainable
"The principal energy flows pertaining to Robeco’s Scope 3 emissions consist of the energy flows from business travel, energy consumption associated with working from home, carbon emissions from using drinking water, from paper consumption and the processing of waste flows.",unsustainable
"As of December 2020, 111 banks (including export credit agencies) from around the world have signed the Equator Principles.",unsustainable
"“Our CO2 emissions are a cumulative phenomenon, which means that CO2 collects in the atmosphere and remains there,” says Rahmstorf.",unsustainable
What were your organization’s gross global Scope 1 emissions in metric tons CO2e?,unsustainable
We strategically invest in low-carbon assets since more than a decade and increased our exposure.,sustainable
"Business travel includes fights, rail, rental cars, taxis, and public transport.",unsustainable
"We had already achieved our annual CO2 emissions targets, and we continued to demonstrate our commitment in this area.",sustainable
"Energy recovery from waste is an important part of the circular economy, which provides energy and economic advantages, it leads to a notable volumetric reduction and the biological stabilisation of waste, avoiding as far as possible the disposal of this waste in landfills as such.",unsustainable
The environmental transition of many industries will largely rely on the creation of a low-carbon aluminum value chain from extraction to end use.,unsustainable
"For example, industrial conglomerates may focus on specific toxic waste reduction goals, while oil and gas companies should consider carbon emissions targets.",unsustainable
"In 2019, we raised internal awareness on sustainability issues through a series of employee engagement initiatives.",sustainable
Many of the patents published in 2019 centre on technologies that help reduce vehicle fuel consumption and pollutant emissions.,unsustainable
"According to FAO estimates, per-capita food waste by consumers in Europe and North America amounts to 95–115 kg/year, but only 6–11 kg/year in South and Southeast Asia.",unsustainable
"Whether local or global, there are four focus areas under our community pillar: charity financial support, payroll giving, volunteering and fundraising.",sustainable
"The world’s key environmental and social challenges – such as population growth, energy security, loss of biodiversity and access to drinking water and food – are all closely intertwined with climate change.",unsustainable
"We provide focused financial and human support, including skills-based employee volunteering programs and client participation where appropriate.",sustainable
Avoided emissions is a climate impact indicator expressed in tonnes of CO2 equivalent.,unsustainable
"We support the goal of carbon neutrality by 2050, in line with global efforts to limit warming to 1.5°C.",sustainable
"The company's ambition is to enable the circular economy within its industry, including providing metrics to customers on the impact on climate from extending the life of end user IT equipment One initiative Foxway has introduced is the Green Zone perspective.",sustainable
"The project is expected to reduce the branches’ lighting-related energy use by more than 50% – the equivalent of taking nearly 27,000 cars off the road.",sustainable
"Once in operation at our customers, Nokia Software’s products actively help reduce resource usage and in particular energy usage.",sustainable
"Climate change may also present enhanced asset returns, for example increased equity valuation for a firm enabling transition to a low-carbon economy.",unsustainable
We expect the transportation industry to return to growth after a slight decline in production in the previous year.,unsustainable
Plant-based animal milk alternatives offer both a health benefit (lower saturated fats than animal milk) and an environmental benefit (less water usage and lower CO2 emissions).,unsustainable
"Remote sensors have numerous applications like testing soil for nutrient scarcity or the presence of toxic chemicals, livestock monitoring or autonomous vehicle guidance systems.",unsustainable
"However, scientific evidence for this is weak as randomized trials do not suggest that a reduced intake of total fat correlates with a reduction of these diseases.",unsustainable
"Furthermore, it contributes to a loss in biodiversity and puts pressure on soil quality, which in turn is seen as contributing to the risk of drought and floods.",unsustainable
Low earth orbit (LEO) satellites offering global coverage with reduced latency compared to current satellites.,unsustainable
One key topic with the issuer’s sustainability department was deforestation and protection of biodiversity.,sustainable
We have the ambition to reduce our annual CO2 emissions by 20% by 2021.,sustainable
"Full-time State Street employees are eligible for benefits that include programs that cover spouses/domestic partners, adult dependents and children; comprehensive medical plan options; dental and vision care; flexible spending accounts for health care, dependent care and transportation needs; employee and family life insurance; Legal Assistance Plan; Employee Assistance Program (EAP); Salary Savings Program with 401(k) pre-tax and post-tax; as well as Roth options and a competitive company match.",sustainable
Impairment tests are based on a comparison of the carrying amount and the recoverable amount.,unsustainable
"Prioritizing employee health and safety as a value, along with environmental protection, reduces the risk of reputation damage while caring for the welfare and integrity of our employees, and protecting our assets.",sustainable
"Plastic barrels are treated through a cleaning process, which enables them to be reused.",unsustainable
"Plastics, too, are an indispensable part of a lower-carbon economy.",unsustainable
"In addition, BlackRock is working to incorporate SAF, the leading decarbonization technology in aviation, into its emissions reduction strategy to both help scale SAF’s adoption more broadly and to reduce its own GHG emissions.",sustainable
Both companies have grown their share through acquisitions and are benefiting from their direct connection to farmers and their needs.,unsustainable
"We provide intellectual capital and fund research into policy solutions that will support the transition to a low-carbon economy, including promoting financial innovation to increase low-carbon investment and climate resilience.",sustainable
"Concerns were raised around the boundary for Scope 3 emissions, and regarding the limitations around actions that oil and gas companies could take in mitigating value chain emissions.",unsustainable
"For the last several years, we have partnered with a charity organization that invests in environmentally friendly projects to offset a portion of our carbon emissions footprint.",sustainable
"Given the stakes, it should be no surprise the CANDRIAM Academy also now offers a dedicated module on the circular economy.",sustainable
"The portfolio covers 189 705 cars (all core countries), 21 076 LCV’s (Belgium, Czech Republic, Hungary), 7 979 motorcycles (Belgium, Czech Republic, Slovakia) and 5 723 bicycles (Belgium).",unsustainable
"Finally, being part of an ecosystem providing essential services to local communities, we will be even more committed to support the long term trends we had identified pre­Covid and that will be now at the forefront of public attention: reducing the digital divide, supporting energy transition, developing sustainable transportation systems and social infrastructure.",sustainable
"Due to the COVID-19 related lockdowns over 2020, our normal programme of volunteering was not possible.",unsustainable
"Assessment of a portfolio's alignment with ESG factors, established by Morgan Stanley, is evaluated based on available data and expertise from MSCI ESG Research, ISS-ESG, Equileap and Fossil Free Indexes.",unsustainable
"First, we are working with our clients to support their transition to low-carbon and climate-resilient business models, and we are working to further integrate climate change into our risk management models as part of our Climate Risk Strategy program.",sustainable
A new growth model is emerging – based on low-carbon growth and greater awareness society-wide of our environmental and social impacts – and Natixis stands fully committed to addressing this challenge.,sustainable
"Indigo is a world leader in operating and driving development in parking as well as providing individual mobility services, including green charging solutions.",sustainable
"Each year, we compensate for the balance of emissions that we cannot reduce, by purchasing carbon credits to achieve a carbon neutral position against our reported carbon emissions, which include office and data center energy use, water and waste, business travel and the estimated energy use from remote working.",sustainable
"Good sustainability practices have helped us reduce operating costs, mitigate operational risks and increase the quality and reliability of earnings.",sustainable
As part of this we are among a group of investors that are pushing certain companies operating in the construction materials sector to accelerate efforts to reduce their emissions.,sustainable
"There is a wide margin of uncertainty in these metrics given the uncertainty around the global energy transition, the associated warming path, weather outcomes, carbon prices and technological developments.",unsustainable
Carbon footprint — SCOR continues to rely on ISS-ESG data to measure the carbon footprint of its portfolio.,unsustainable
"Led by the Vice President for Data Center Operations, this initiative is exploring options such as addressing zombie servers, reducing or limiting the energy required by servers, and replacing older servers with newer technology that reduces energy demands.",sustainable
The modes of transportation are based on employee surveys and on publicly available information.,unsustainable
"Since 2005, we have reduced our GHG emissions by about 33%.",sustainable
"We have committed to alignment with the Paris Agreement, including achieving carbon neutrality by 2050, in line with global efforts to limit warming to 1.5°C.",sustainable
"In 2020, we introduced a new policy on palm oil companies for our sustainable funds.",sustainable
"Strategies and products, which are offered through a variety of investment vehicles, include equity, fixed income, alternatives and solutions, and liquidity and overlay services.",unsustainable
"Through our dedicated engagement programme, the Climate Impact Pledge, we are committed to help companies to step up on their ambition towards net zero, build resilient strategies for this transformative transition period and succeed in the low-carbon world.",sustainable
"Bad eating habits also affect the labor market: overweight and obesity reduce the employment rate, increase absenteeism (absence from work, sick leave) and “presenteeism” (reduction in productivity while at work), and are also one reason why people retire earlier (Fitzgerald et al.).",unsustainable
"In the past 15 years, we have reduced our overall GHG emissions by 15%.",sustainable
"When siting new data centers, we consider local temperatures and humidity conditions and seeking locations that require less cooling and dehumidification.",sustainable
"Investing in the Vauban Infrastructure Partners’ funds makes it possible to make a significant contribution to these essential infrastructure projects and to address current and future challenges, such as those in the transport, health and education sectors, which are major themes for BNP Paribas Cardif.",sustainable
The compost estimate is made based on the quantities transported daily for maturation or to the final storage areas.,unsustainable
We have reported our Scope 2 emissions using both the location and market-based methods in line with the GHG Protocol Scope 2 Guidance.,unsustainable
"Emissions from capital goods are based on financial data on property, plant, and equipment additions during the reporting year and estimated by using the GHG Protocol Scope 3 Evaluator tool.",unsustainable
This streamlined policy offers us guidance in promoting a culture of understanding and awareness of health and safety risks; identifying and assessing those risks through periodic assessments and remediation; reporting incidents and injuries; and complying with regulatory requirements.,sustainable
"Scope 2 GHG emission factors used in 2019 were extracted from the EMA Singapore Energy Statistics 2019, 2018 National Greenhouse and Energy Reporting (Australia), IEA Emission factors 2019, CLP Holdings Sustainability Report 2019 and HK Electric Investments Sustainability Report 2019.",unsustainable
"Many of our clients are already subject to climate change regulation, such as the EU Emissions Trading Scheme.",unsustainable
GHG emissions from assets leased by BASF are accounted for as Scope 3 emissions.,unsustainable
"Climate change is one of the greatest challenges facing the world in the 21st century, which is why we have committed ourselves to contributing to the transition to a low-carbon society.",sustainable
We support the orderly transition to a low-carbon economy.,sustainable
"Scope 1 emissions also include those deriving from certain processes of plants in the Environment segment (composting, treatment and disposal of liquid waste), from drying at treatment plants, from vehicles of Company feets (petrol and diesel vehicles), from leaks of sulphur hexafluoride (SF6) that may arise at Areti plants, from combustion processes for heating of premises and offices and from leaks of freon gases from air-conditioning units.",unsustainable
The transaction also covered Bayer’s trait research and breeding capabilities for these crops.,unsustainable
"Yet, deforestation continues to cause severe societal problems, sometimes leading to violent conflict.",unsustainable
Scope 2 location-based emissions are reported above for comparison with historical years.,unsustainable
"In Europe, the collection and treatment of end-of-life vehicles generated a total revenue of €3.8 million in 2019, for the sole company-owned network (PSA Retail) and used vehicle sales branches.",unsustainable
"Morgan Stanley supports appropriate policies that will accelerate the transition to a low-carbon economy, including a price on carbon.",sustainable
"Fuel, Electricity, and Steam are included; BNY Mellon does not consume additional sources of heating and cooling.",unsustainable
"With its Free2Move brand, the Group has pooled all of its mobility services to facilitate customer mobility.",sustainable
"Over the last six years, CNP Assurances has made compelling commitments in favour of the environmental and energy transition and the fight against global warming.",sustainable
"Under “Environmental matters”, we report on environmental stewardship (including production residues in the environment and abandoned hazardous waste), greenhouse gas emissions, energy efficiency and renewable energies, plant and process safety, chemical product safety (including chemical labeling), transport and warehouse safety, and supply chain standards (including Mica supply chain).",unsustainable
"It is founded on inclusive leadership based on mutual trust, respect and dedication to top performance.",unsustainable
"Further expanding our sustainable lending, insurance and advisory services offering (e.g., sustainable loans/revolving credits, sustainable project finance, insurance solutions covering climate risks, bicycle leasing) and restricting lending, insurance and advisory services regarding controversial and socially sensitive sectors and activities (e.g., arms-related activities, narcotic crops, gambling) to stimulate a sustainable society.",sustainable
CNP Assurances is committed to the environmental and energy transition needed to achieve carbon neutrality by 2050.,sustainable
The renewable electricity production will account for 70 percent of the firm’s electricity consumption and 40 percent of our carbon footprint globally.,sustainable
"To help our employees meet the rapidly changing, technology-centric demands of the financial services industry, we invest in professional development and skills- training opportunities to help them succeed.",sustainable
"To put this into perspective, we note that eliminating household food waste in America and Europe would add 10% to the world’s food supply available for other countries.",unsustainable
Our approach focuses on engagement with companies on the climate transition pathway towards a low-carbon economy.,sustainable
"In terms of environmental sustainability, we take targeted measures when conducting our operations to achieve a significant reduction in CO2 emissions and other factors that are harmful to the environment.",sustainable
"As with the SDGs, we aim to be a leading financial provider in enabling investors to mobilize private and institutional capital to climate change mitigation and adaptation while supporting the transition to a low-carbon economy.",sustainable
84% of employees feel that our flexible work arrangements meet their needs according to the recent employee engagement survey.,sustainable
"The project also trains local farmers in sustainable cocoa farming, and invests in schools, hospitals and education.",sustainable
"We also introduced Green 20: 20 relationship managers, who are available one day a week to dedicate their time to the Sustainable Finance Desk and who will be trained as circular experts.",sustainable
"CO2 emissions factors per MWh were obtained from the International Energy Agency (IEA, 2017).",unsustainable
Global CO2 emissions are reduced to net zero by around 2050.,sustainable
"We provide a wealth of resources designed to raise awareness of wellbeing, reduce the stigma of mental health and encourage open, honest conversations.",sustainable
We are systematically implementing our measures to improve transportation safety.,sustainable
Water recycled in this way is estimated at 2.7 million m3 per year.,unsustainable
We will reduce our scope 1 and 2 emissions by 50% by 2030.,sustainable
"Deutsche Bank helps clients to develop, acquire, and sell low-carbon businesses and assets.",sustainable
We’re going to use renewable or recycled feedstocks instead of using virgin feedstocks from a natural gas well.,sustainable
We are working to reduce the amount of material we use while also employing more eco-friendly materials.,sustainable
"For example, we have been carbon neutral from 2015 onward across our global direct Scope 1, indirect (market-based) Scope 2, and Scope 3 business travel emissions.",sustainable
"Deforestation is, in fact, second only to the energy sector as a source of global greenhouse gas emissions and accounts for up to 20% of emissions, more than the entire global transport sector.",unsustainable
"The Chairman of the Supervisory Board of Allianz SE is Michael Diekmann, who was a former member of the Board of Management and has observed the legally required two-year ‘cooling off’ period.",unsustainable
"Increases beyond 1.5°C are likely to bring more devastating impacts, such as sea level rise affecting over 6 million people in vulnerable coastal areas, and decimation of insect habitats threatening food security.",unsustainable
The carbon emissions are calculated on the basis of the quantities of fuel actually used and kWh instead of average carbon emissions/km.,unsustainable
Acea quantifies its CO2 emissions by monitoring and evaluating the carbon footprint of the individual macro production processes according to the guidelines of the GHG protocol 136 which requires reporting in the categories of direct (Scope 1) and indirect (Scope 2 and Scope 3).,unsustainable
"As of 2020, global print volume has been reduced by 78% relative to our 2014 baseline.",sustainable
"We offer solutions to mobilize capital for a low-carbon world, e.g., with the issuance of green bonds and our Climate Aware Strategy.",sustainable
"While employee sentiment about career opportunities at BNY Mellon went up six points from last year to 64 percent favorable, fewer employees said they’ve had meaningful career conversations with their managers this year.",unsustainable
"A change toward a plant-based diet appears inevitable, in our view, if the global food system is to become more sustainable.",unsustainable
"As part of its circular economy ambitions, ABN AMRO opened Circle, a pavilion that is entirely constructed on the basis of circular principles.",sustainable
"The company wants to become its clients’ key partner, helping to reduce their carbon footprints by >30% by 2023.",sustainable
"As a first step to map out climate-impactful activities in its loan portfolio, KBC partnered that same year with the NGO 2Degrees Investing Initiative (2DII) to participate in the road-test of their PACTA (Paris Agreement Capital Transition Assessment) methodology by mapping a preliminary screening of its corporate industrial loan portfolio’s exposure to some of the most carbon-intensive sectors.",sustainable
We have no information at present as to whether a bicycle is electric.,unsustainable
The acceleration of reduced carbon pledges is more advanced in the U.K. than in any other country.,unsustainable
"To translate the extra carbon emissions into a cost measure, we put a price tag on them, drawing on the commonly used concept of social costs.",unsustainable
"To support the transition to a low-carbon society and help achieve the Paris Agreement targets, we have defined a number of targets in the area of sustainability and climate.",sustainable
"The company’s long-term targets include using 100% recyclable packaging, as well as no carbon footprint in their vehicle fleet and logistics.",sustainable
This scheme therefore provides tenants with incentives to reduce actual consumption.,sustainable
"Greenhouse gas emissions for energy consumption have been calculated using 2020 Department for Business, Energy and Industrial Strategy (BEIS) emissions factors and the resulting emissions are reported as tonnes of carbon dioxide equivalent (tCO2 e) values.",unsustainable
"By switching the power we purchase to renewable energy sources, we expect to reduce CO2 emissions by at least 30%.",sustainable
"Project-finance-related exposure could not be matched to the updated 2DII physical asset- level dataset in this year’s exercise, which resulted in a relatively sizeable drop in the number of companies matched for the power sector and a consequently underestimated exposure to renewable electricity production in this year’s calculation.",unsustainable
Supporting our employees’ professional development and career growth is core to our human capital strategy.,sustainable
"The Zero Paper aspiration will advance digital transformation, reduce costs and improve the customer experience.",sustainable
What were your organization’s gross global Scope 2 emissions in metric tons CO2e?,unsustainable
"We systematically address six areas for improvement: heating and cooling systems, energy consumption, water consumption, lights, carpeting and paint.",sustainable
"In line with our commitment to the Principles for Responsible Banking (PRB) and our participation in the Banking for Impact (BFI) working group, our Statement demonstrates our desire to seek to achieve positive impacts and reduce potentially adverse impacts on biodiversity and natural capital.",sustainable
We believe that carbon-intensive sectors and companies will be more affected by these risks.,unsustainable
"The Environment sector involves the treatment, recovery and disposal of waste, the recovery of materials and energy (waste-to-energy and composting) and the collection, transport, recovery and disposal of non-hazardous waste produced by waste treatment plants.",unsustainable
"In recent years, we have significantly lowered the average CO2 emissions of our company car fleet.",sustainable
"While the total facilities waste decreased by 41% compared to 2018, we did not reach our target of recycling 60% of all facilities waste.",unsustainable
"To this end, Corporate Services is exploring on-site power generation, securing power purchase agreements, buying renewable energy credits and pursuing carbon offsets.",sustainable
"During 2020, we have a 16% reduction in carbon emissions (market based) from building use.",sustainable
Studies by the IPCC point out that an increase in temperatures of two degrees would threaten to wipe out 50% of wine-growing crops.,unsustainable
"It has reduced the water needed in the manufacturing process, now recycles 100% of its waste water, and has improved its replenishment of water through factory harvesting and pond harvesting.",sustainable
"This means that we have a long-term strategic objective to reduce the greenhouse gas emissions impact of our investments in line with the “well below 2°C” ambition, increase our investments based on climate-related opportunities, and ensure that our investment portfolios are resilient to climate- related risks.",sustainable
This scenario holds the temperature rise to below 1.8°C with a 66% probability without reliance on global net-negative CO2 emissions; this is equivalent to limiting the temperature rise to 1.65°C with a 50% probability.,unsustainable
"New car emissions are all determined, moreover, by the new WLTP (World harmonized Light-duty vehicles Test Procedure) methodology, which results in higher emissions than the earlier NEDC (New European Driving Cycle) methodology that is still linked to part of the portfolio.",unsustainable
"We will continue to implement new technologies such as smart building systems, introduce additional low-carbon onsite energy generation such as solar PV, and test new ways to connect our communities and teams through technology.",sustainable
"We have significantly reduced exposure to coal extraction companies and, we will not directly finance new thermal coal mines or the expansion of existing mines.",sustainable
The increase is in the expected range of the installed volume of cooling plants.,unsustainable
"Indeed, even if the software adopted for driverless farming vehicles is similar to the software employed for autonomous cars, it will need to be adapted to monitor plant development (planting, fertilizing, harvesting) or support weather-related changes in the environment (debris, drought, dust, mud).",unsustainable
This chart compares the weight of each country relative to its contribution to the portfolio's carbon emissions.,unsustainable
Carbon intensity target on scope 1 and 2 initially and scope 3 when supporting information becomes available.,unsustainable
Other indirect (Scope 3) GHG emissions occur from sources not owned or controlled by Dow.,unsustainable
The company’s water is reused drawn from municipal sources exclusively.,sustainable
"The office in Luxembourg was kept out of the evaluation, as it was dissolved in late December 2020 and is not significant in terms of its carbon footprint.",unsustainable
"Trucost's physical risk analysis shown on pages 45 and 47 is based on the most pessimistic climate change scenario, RCP (Representative Concentration Pathways), which assumes continued human activity with carbon emissions at current rates.",unsustainable
"Companies must actively reduce Scopes 1, 2 and 3 greenhouse gas (GHG) emissions from business activities as close to zero as technically possible.",unsustainable
"In addition, we recycled 3.8 million pounds of paper in 2020 through our program to recycle confidential paper after destruction.",sustainable
"Food loss typically takes place during the post-harvest, production, processing and distribution stages in the food supply chain.",unsustainable
The Group is working with public authorities to expand the market for low-carbon vehicles.,sustainable
Activity data for the emission sources are obtained from the internal group that manages this transportation.,unsustainable
"Furthermore, in the area of precision farming, Trimble Navigation stands out as an expert in GPS, laser, optical and inertial technology.",unsustainable
"Since its inception in 2010, the Jakarta-based startup now offers its 79 million consumers on-demand and payment services for transport, food delivery, and shopping, among others.",sustainable
"In 2020, the Racial Justice Investing (RJI) Coalition released the Investor Statement of Solidarity to Address Systemic Racism and Call to Action endorsed by over 120 investors and organisations.",unsustainable
"In late 2020, different investor frameworks for setting decarbonization targets became available.",unsustainable
"In 2017, BNY Mellon provided funding for one of Village Capital’s social enterprise programs, a three-month accelerator during which eight early-stage ventures working to solve transportation-energy challenges through sustainable energy consumption received valuable mentoring and training to help them grow.",sustainable
"Amundi’s ESG analysis to measure the carbon footprint of corporates relies on private issuers’ carbon emissions data from Trucost, the global leader in environmental and climate data.",unsustainable
"We have been carbon neutral for our global direct Scope 1, Scope 2 and Scope 3 business travel emissions since 2015.",sustainable
"Through our fund investments, we also finance energy innovations, energy efficiency measures and renewable energy on a small and large scale to enable the global energy transition.",sustainable
"Through this partnership, we were able to offset 100% of carbon emissions equivalent from our corporate airline travel in 2019.",sustainable
"For BlackRock’s TCFD firm-level reporting, absolute emissions and carbon footprint were selected.",unsustainable
"Following M&G’s engagement with the board of BASF, the company has announced its commitment to achieving net zero carbon emissions by 2050.",sustainable
"CNP Assurances has established two complementary approaches: supporting businesses in the energy transition, and also funding sustainable business opportunities for key players in the transition.",sustainable
Aurum focuses on regeneration rather than carbon offsetting.,unsustainable
"In 2020, our firm joined the memberships of two new organizations: the Confederation of British Industry, where we contributed to the development of their Green Recovery Roadmap, which spelled out steps the government could take to ensure the country’s success in meeting its climate targets, and the Energy Transitions Commission (ETC), a global coalition of leaders from the private sector and NGOs that focus on how to achieve net-zero emissions by scaling up clean electrifcation and use of zero-carbon energy in key energy- consuming sectors such as industry, transport and buildings.",sustainable
These penalties are based on the exceeding emissions versus fixed thresholds and depend on the total number of vehicles per car manufacturer.,unsustainable
Our offices are centrally located in cities to allow for easy public transportation.,sustainable
"Dave and Kelly (2012) find further evidence that higher unemployment rates are associated with lower consumption of fruit and vegetables, and higher consumption of unhealthy foods such as snacks and fast food.",unsustainable
"To prevent work-related accidents, we encourage and promote risk-conscious behavior and safe working practices for every individual, learning from incidents and regular exchange of experiences.",sustainable
They also introduced a digital tool to further reduce their food waste by letting users know how much food they are wasting and the total carbon footprint it represents.,sustainable
We participate in donation and recycling programs that reduce the environmental impact of the firm’s technology.,sustainable
"Second, we also find ways to reuse and recycle materials.",sustainable
"We have developed a solution that allows clients to opt for the convenience of public transport, for lease bicycles or for a combination of travel options.",sustainable
"In particular, consumption has been reduced for energy used in the recovery of water losses in Roma, through significant measures taken to recover the resource, with a saving of approximately 2.7 TJ (0.74 GWh), and for the treatment section, energy saved through efficiency measures was 4 TJ (1.11 GWh), on the basis of optimisation works in the oxidation section of the Crocetta di Pomezia treatment plant and elimination of the two minor treatment plants (Sonnino and Colle Pisano).",sustainable
38% of our issuers can verify through concrete actions how they work positively / reduce the negative impact related to the climate matter.,unsustainable
"A team in Munich improved the grounds of a local educational support centre for young people by clearing leaves, weeding, pruning and laying bark mulch to improve soil condition.",sustainable
"Employee engagement is shown by, for example, a passion for the job, a dedication to top performance and a commitment to BASF.",unsustainable
"Following internal discussions, a decarbonization target was validated by the Group Investment Committee, as part of the investment strategy.",sustainable
Our approach allows us to engage with companies that are supporting the clean energy transition and are committed to phase out their use of coal.,sustainable
"Climate change may very well be the greatest challenge of our lifetime, presenting tangible physical and valuation risk for investors, but it also offers significant returns potential from the inevitable shift to a low-carbon economy.",unsustainable
"We invest in sustainable assets to ensure the mobility solutions are safe, reliable, and resilient.",sustainable
Guidelines alone are clearly insufficient to bring about the necessary changes in the world’s food system.,unsustainable
"Note: Scope 3 do not include emissions from commuting, supply chain and investment portfolios, tCO2e stands for tonnes of carbon dioxide equivalent.",unsustainable
Total electricity consumption has been reduced by 35%.,sustainable
"Work from Poore and Nemecek in 2018 showed that, on a global level, more than 50% of emissions generated by the food system was related to livestock, either through land use, animal feed, land conversions or methane production.",unsustainable
"Through this process we have implemented a multi-channel education and engagement exercise to drive behavior change in suppliers, staff and vendors as we work to achieve our waste reduction and recycling rate goals.",sustainable
Transitioning to a low-carbon economy demands significant effort from the real estate sector.,unsustainable
This gives employees hands-on professional development experience while strengthening the organizations that serve our communities.,sustainable
"We are pleased that GAM has now been certified as a CarbonNeutral® company, through to the end of 2021, in accordance with The CarbonNeutral Protocol – the leading global framework for carbon neutrality.",sustainable
"If we continue along our ‘BAU’ scenario for the next 10 years, green and low-carbon technologies are not developed fast enough to support the desired temperature outcome.",unsustainable
No data are available for Scope 3 categories not listed above.,unsustainable
"In addition, our retirement (institutional and retail) businesses have committed to reduce their portfolio’s carbon emission intensity by 18.5% by 2025.",sustainable
"Main areas of innovation are: autonomous vehicle, driver assistance technologies and energy transfer (for electric vehicles of the future).",unsustainable
"These relate to specific corporate-level performance indicators, such as CO2 emissions, sickness absence and research and development.",unsustainable
"With the help of ESG-related frameworks developed in recent years, State Street as well as many other companies and investors, are adopting transformative practices that allow them to quantify the impact of their ESG investments and understand the potential benefits of focusing on long- term, sustainable business models.",sustainable
"Nevertheless, many of our colleagues found ways to help their communities through volunteering days during the pandemic.",sustainable
"We currently provide a carbon footprint for a number of our portfolios in equities, fixed income and real estate.",unsustainable
"Scope 1 emissions encompass both direct emissions from production and generation of steam and electricity, as well as direct emissions from the generation of steam and electricity for sale.",unsustainable
The Executive Board took the decision to make this change in response to employee feedback for a more simplified corporate structure and to make progress changing the culture.,sustainable
"According to the report, the agricultural industry could add USD 500 billion in value to global GDP by 2030, and much of the pressure on farmers would be alleviated.",unsustainable
"As well as helping to reduce local air pollution, the project is an investment in low-carbon infrastructure in a country where energy demand is growing fast.",sustainable
"We provide sustainable finance and advisory services to companies that help mitigate and adapt to climate change, and those in transition to a more sustainable and circular economy.",sustainable
"At the same time, we want to reduce the climate-related financial risks associated with our portfolio of mortgages.",sustainable
We are working with farmers around the globe to improve the quality and yield of their agricultural production while taking societal expectations and requirements into consideration.,sustainable
"The real estate industry is responding to this reality, but faces many challenges, including adaption to the risks posed by climate change, increased regulations and a move towards carbon neutrality.",unsustainable
Scope 1 emissions relate to gas whereas Scope 2 emissions relate to electricity and district heating supplies.,unsustainable
There are also a growing number of cities with restricted traffic areas which exclude vehicles with the highest emissions.,unsustainable
"The reason is threefold: because of tax regulations, new cars in Belgium are predominantly petrol vehicles with higher CO2 emissions than diesel cars, which still account for the largest share of the total feet.",unsustainable
"To help address the incidents of racial violence during 2020, these efforts focused on racial justice issues.",sustainable
The Alliance has used the One Earth Climate Model produced by the University of Technology Sydney (UTS) to set decarbonization objectives for the highest emitting sectors.,sustainable
"Through our strategy, we are taking a multi- faceted approach to decarbonization and supporting the transformation to a low-carbon economy.",sustainable
"The transition to an economy with much lower carbon emissions will be shaped not just by the increasingly visible real-world effects of climate change but also by changes in policies, technologies, consumer preferences and market norms.",unsustainable
"Food waste refers to food that completes the food supply chain up to a final product, is of good quality and ft for consumption, but is still not consumed because it is discarded, whether or not it has expired or is spoiled.",unsustainable
"At the same time, as of 2018, we reduce reputational and financial risks by phasing out products for which we have identified substantial sustainability concerns (“Challenged” products) within five years of initial classification as such at the latest.",sustainable
"In 2020, ‘addressing climate change’ became one of our six strategic growth drivers, emphasising the importance of climate risk and the opportunities arising from the necessary energy transition.",sustainable
Government grants for funding investment measures reduced asset additions by €26 million.,unsustainable
An environment without incidents or accidents is in everyone’s interests.,unsustainable
"We adhere to international standards to assess energy consumption and carbon emissions of our European Energy Efficiency Fund (EEEF), including the International Performance Measurement and Verification Protocol (IPMVP®) and ISO 14064-2, and work with partner companies or projects to establish and apply all those standards.",sustainable
"Risk measurement methodologies have been brought to the attention of the competent corporate bodies - the Board of Directors, the Risk Committee and the Board of Statutory Auditors.",unsustainable
Action plan scenarios adapted to each building have been defined in order to reduce CO2 emissions and energy use.,sustainable
"However, this needs to be combined with decarbonization targets to ensure that investors actually deliver on the commitments they have made.",unsustainable
"As an asset manager, helping asset owners reduce climate risk in their portfolios and embrace the growth opportunities in green innovation, and engage with portfolio companies and boards to understand how they are managing the opportunities and risks of climate change.",sustainable
"Our 2025 Sustainability Goals continue to guide us in driving meaningful change and scaling business solutions that will help lead the transition to a sustainable planet and society, and our World-Leading Operations performance is foundational to our progress.",sustainable
Transition risks also include shifts in consumer preferences toward low-carbon goods and services.,unsustainable
"Development operations continued during the year, in line with strategic guidelines, particularly in the gas and circular economy sectors.",sustainable
"In 2019 and 2020, the replenishment of HCFC fluids in the Group’s plants was so small that it did not lead to significant CO2 emissions.",sustainable
The Aurum Group continues to strive to reduce its carbon footprint and once the world begins open up again will look at ways to continue to maintain low emissions wherever possible.,sustainable
"In 2020, Foxway repaired and rescued 646,249 products and harvested 74,000 components 2020.",sustainable
"So far, we have reached an installed capacity of 1.5 MWp, resulting in avoided emissions of 245 tonnes of CO2 in 2020.",sustainable
